sparql_neg,ques_neg,type
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1221) }},Who is the brother of Manuel I Komnenos That didn't die on after 1221 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) <= 1062) }},Who is the brother of Manuel I Komnenos That didn't die on before 1062 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 982 && YEAR(?x) <=1301) }},Who is the brother of Manuel I Komnenos That didn't die on between 982 and 1301 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1301) }},Who is the brother of Manuel I Komnenos That didn't die on after 1301 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) <= 982) }},Who is the brother of Manuel I Komnenos That didn't die on before 982 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 902 && YEAR(?x) <=1381) }},Who is the brother of Manuel I Komnenos That didn't die on between 902 and 1381 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1381) }},Who is the brother of Manuel I Komnenos That didn't die on after 1381 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) <= 902) }},Who is the brother of Manuel I Komnenos That didn't die on before 902 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 822 && YEAR(?x) <=1461) }},Who is the brother of Manuel I Komnenos That didn't die on between 822 and 1461 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1461) }},Who is the brother of Manuel I Komnenos That didn't die on after 1461 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) <= 822) }},Who is the brother of Manuel I Komnenos That didn't die on before 822 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 742 && YEAR(?x) <=1541) }},Who is the brother of Manuel I Komnenos That didn't die on between 742 and 1541 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1541) }},Who is the brother of Manuel I Komnenos That didn't die on after 1541 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) <= 742) }},Who is the brother of Manuel I Komnenos That didn't die on before 742 ,num
